Nottingham, Andrew T.; Baath, Erland; Reischke, Stephanie; Salinas, Norma; Meir, Patrick;;;;;;;;;;;;;;;;;;;;
Filandysheva, L. B.; Evseeva, N. S.; Zhilina, T. N.;;;;;;;;;;;;;;;;;;;;;;
Maeda, Kazuhiko;;;;;;;;;;;;;;;;;;;;;;;;
"Hoshino, Buho; Sasamura, Takashi; Sugimoto, Atsuko; Tserendulam, Tserenochir; Ganbold, Uuganbayar; McCarthy, Christopher; Kaneko, Masami";;;;;;;;;;;;;;;;;;;;;;;;
"Juslen, Aino; Cardoso, Pedro; Kullberg, Jaakko; Saari, Sanna; Kaila, Lauri";;;;;;;;;;;;;;;;;;;;;;;;
"Preve, Christophe; Maladen, Romain; Piccoz, Daniel";;;;;;;;;;;;;;;;;;;;;;;;
"Dergachev, V. A.; Dmitriev, P. B.";;;;;;;;;;;;;;;;;;;;;;;;
"Huang, Jingyi; Minasny, Budiman; McBratney, Alex B.; Padarian, Jose; Triantafilis, John";;;;;;;;;;;;;;;;;;;;;;;;
"Allard, Alexandra; Takman, Johanna; Uddin, Gazi Salah; Ahmed, Ali";;;;;;;;;;;;;;;;;;;;;;;;
"Natsheh, Ammar; Aljaziri, Marwa; Moosa, Maitha; Essa, Gharibah; Moosa, Hassa";;;;;;;;;;;;;;;;;;;;;;;;
"Madavi, Amresh Ashok; Garg, Amit Kumar; Raushan, Rakesh; Janyani, Vijay";;;;;;;;;;;;;;;;;;;;;;;;
"Munns, Rana; Gilliham, Matthew";;;;;;;;;;;;;;;;;;;;;;;;
"Akand, Tawhida; Sultana, Sadeka; Islam, Lahedul; Dey, Mrinmoy";;;;;;;;;;;;;;;;;;;;;;;;
"Brangui, Soukaina; El Kihal, Mohammed; Salih-Alj, Yassine";;;;;;;;;;;;;;;;;;;;;;;;
"Gallagher, Stephen J.; Kitamura, Akihisa; Iryu, Yasufumi; Itaki, Takuya; Koizumi, Itaru; Hoiles, Peter W.";;;;;;;;;;;;;;;;;;;;;;;;
"Jones, Lewis A.; Mannion, Philip D.; Farnsworth, Alexander; Valdes, Paul J.; Kelland, Sarah-Jane; Allison, Peter A.";;;;;;;;;;;;;;;;;;;;;;;;
"Rehfeld, Kira; Muench, Thomas; Ho, Sze Ling; Laepple, Thomas";;;;;;;;;;;;;;;;;;;;;;;;
"Goncharenko, L. P.; Coster, A. J.; Zhang, S-R; Erickson, P. J.; Benkevitch, L.; Aponte, N.; Harvey, V. L.; Reinisch, B. W.; Galkin, I; Spraggs, M.; Hernandez-Espiet, A.";;;;;;;;;;;;;;;;;;;;;;;;
Luhtakallio, Eeva;;;;;;;;;;;;;;;;;;;;;;;;
"Zhu, Xiao; Troy, Tara J.";;;;;;;;;;;;;;;;;;;;;;;;
"Struha, Pavel; Silhankova, Vladimira; Pondelicek, Michael";;;;;;;;;;;;;;;;;;;;;;;;
"Bernhardt, Victoria; Finkelmeier, Fabian; Verhoff, Marcel A.; Amendt, Jens";;;;;;;;;;;;;;;;;;;;;;;;
"Ogunro, Oluwaseun O.; Elliott, Scott M.; Wingenter, Oliver W.; Deal, Clara; Fu, Weiwei; Collier, Nathan; Hoffman, Forrest M.";;;;;;;;;;;;;;;;;;;;;;;;
Harvey, L. D. Danny;;;;;;;;;;;;;;;;;;;;;;;;
"Chiarle, Marta; Nigrelli, Guido; Provenzale, Antonello";;;;;;;;;;;;;;;;;;;;;;;;
"Boscolo-Galazzo, F.; Crichton, K. A.; Barker, S.; Pearson, P. N.";;;;;;;;;;;;;;;;;;;;;;;;
Urban, Mark C.;;;;;;;;;;;;;;;;;;;;;;;;
"Hu, Guipeng; Li, Yin; Ye, Chao; Liu, Liming; Chen, Xiulai";;;;;;;;;;;;;;;;;;;;;;;;
"Acikkalp, Emin; Kandemir, Suheyla Yerel";;;;;;;;;;;;;;;;;;;;;;;;
Blok, Vincent;;;;;;;;;;;;;;;;;;;;;;;;
"Lutsko, Nicholas J.; Cronin, Timothy W.";;;;;;;;;;;;;;;;;;;;;;;;
"Deng, Jianming; Salmaso, Nico; Jeppesen, Erik; Qin, Boqiang; Zhang, Yunlin";;;;;;;;;;;;;;;;;;;;;;;;
"Dutcher, Bryce; Fan, Maohong; Russell, Armistead G.";;;;;;;;;;;;;;;;;;;;;;;;
"Khalaf, Mohammed; Hussain, Abir Jaafar; Al-Jumeily, Dhiva; Fergus, Paul; Idowu, Ibrahim Olatunji";;;;;;;;;;;;;;;;;;;;;;;;
"Li, Junming; Han, Xiulan; Jin, Meijun; Zhang, Xiangxue; Wang, Sixian";;;;;;;;;;;;;;;;;;;;;;;;
"Ali, Haider; Mishra, Vimal";;;;;;;;;;;;;;;;;;;;;;;;
"Fan, Songmiao; Yang, Xiaosong";;;;;;;;;;;;;;;;;;;;;;;;
"Notaro, Michael; Yu, Yan; Kalashnikova, Olga V.";;;;;;;;;;;;;;;;;;;;;;;;
"Liu, Binyi; Lian, Zefeng; Brown, Robert D.";;;;;;;;;;;;;;;;;;;;;;;;
"Baumann, Justin H.; Ries, Justin B.; Rippe, John P.; Courtney, Travis A.; Aichelman, Hannah E.; Westfield, Isaac; Castillo, Karl D.";;;;;;;;;;;;;;;;;;;;;;;;
"Sah, Priyanka; Sharma, Subrat";;;;;;;;;;;;;;;;;;;;;;;;
"Finke, Peter A.; Yin, Qiuzhen; Bernardini, Nicholas J.; Yu, Yanyan";;;;;;;;;;;;;;;;;;;;;;;;
"Lancaster, Lesley T.; Morrison, Gavin; Fitt, Robert N.";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Rui; Xian, Tao; Wang, Mengxiao; Chen, Fengjiao; Yang, Yuanjian; Zhang, Xiangdong; Li, Rui; Zhong, Lei; Zhao, Chun; Fu, Yunfei";;;;;;;;;;;;;;;;;;;;;;;;
"Margarita Mejia-Gutierrez, Leobarda; Benitez-Villalobos, Francisco; Patricia Diaz-Martinez, Julia";;;;;;;;;;;;;;;;;;;;;;;;
"Evangelisti, Francesca; Bellucci, Alessandra; Sabelli, Bruno; Albano, Paolo G.";;;;;;;;;;;;;;;;;;;;;;;;
"Li, Haidong; Li, Yingkui; Gao, Yuanyun; Zou, Changxin; Yan, Shouguang; Gao, Jixi";;;;;;;;;;;;;;;;;;;;;;;;
"Wei, Zhudeng; Fang, Xiuqi; Su, Yun";;;;;;;;;;;;;;;;;;;;;;;;
"Bastida, Leire; Cohen, Jed J.; Kollmann, Andrea; Moya, Ana; Reichl, Johannes";;;;;;;;;;;;;;;;;;;;;;;;
"Mao, Peng; Li, Jie; Tan, Yongtao; Qi, Jiao; Xiong, Lilin";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Yunhai; Loreau, Michel; He, Nianpeng; Wang, Junbang; Pan, Qingmin; Bai, Yongfei; Han, Xingguo";;;;;;;;;;;;;;;;;;;;;;;;
"Rostovtseva, Yu. V.; Kuleshov, V. N.";;;;;;;;;;;;;;;;;;;;;;;;
"Cao, Yuan; Hassan, Muhammad; Cheng, Yue; Chen, Zhongrong; Wang, Meng; Zhang, Xiaozhang; Haider, Zeeshan; Zhao, Gang";;;;;;;;;;;;;;;;;;;;;;;;
"Ouyang, Hailong; Hu, Chunxiang";;;;;;;;;;;;;;;;;;;;;;;;
"Postlethwait, John H.; Yan, Yi-lin; Desvignes, Thomas; Allard, Corey; Titus, Tom; Le Francois, Nathalie R.; Detrich, H. William, III";;;;;;;;;;;;;;;;;;;;;;;;
"Sahade, Ricardo; Lagger, Cristian; Torre, Luciana; Momo, Fernando; Monien, Patrick; Schloss, Irene; Barnes, David K. A.; Servetto, Natalia; Tarantelli, Soledad; Tatian, Marcos; Zamboni, Nadia; Abele, Doris";;;;;;;;;;;;;;;;;;;;;;;;
"Visioni, Daniele; Pitari, Giovanni; Aquila, Valentina";;;;;;;;;;;;;;;;;;;;;;;;
"Gomez-Dacal, Alejandro R.; Gomez-Peral, Lucia E.; Spalletti, Luis A.; Sial, Alcides N.; Siccardi, Aron; Poire, Daniel G.";;;;;;;;;;;;;;;;;;;;;;;;
"Pelka, Grzegorz; Lubon, Wojciech; Malik, Daniel; Kolton, Krzysztof; Kolton, Wojciech";;;;;;;;;;;;;;;;;;;;;;;;
"Garcia-Forner, Nuria; Adams, Henry D.; Sevanto, Sanna; Collins, Adam D.; Dickman, Lee T.; Hudson, Patrick J.; Zeppel, Melanie J. B.; Jenkins, Michael W.; Powers, Heath; Martinez-Vilalta, Jordi; McDowell, Nate G.";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Chong; Xu, Jianhua; Chen, Yaning; Li, Weihong";;;;;;;;;;;;;;;;;;;;;;;;
"Lamprecht, Andrea; Semenchuk, Philipp Robert; Steinbauer, Klaus; Winkler, Manuela; Pauli, Harald";;;;;;;;;;;;;;;;;;;;;;;;
"Salin, Karine; Auer, Sonya K.; Anderson, Graeme J.; Selman, Colin; Metcalfe, Neil B.";;;;;;;;;;;;;;;;;;;;;;;;
"Sage, Tammy L.; Bagha, Shaheen; Lundsgaard-Nielsen, Vanessa; Branch, Haley A.; Sultmanis, Stefanie; Sage, Rowan F.";;;;;;;;;;;;;;;;;;;;;;;;
"Leal, Pablo P.; Hurd, Catriona L.; Sander, Sylvia G.; Armstrong, Evelyn; Fernandez, Pamela A.; Suhrhoff, Tim J.; Roleda, Michael Y.";;;;;;;;;;;;;;;;;;;;;;;;
"Ng, Terence P. T.; Lau, Sarah L. Y.; Seuront, Laurent; Davies, Mark S.; Stafford, Richard; Marshall, David J.; Williams, Gray A.";;;;;;;;;;;;;;;;;;;;;;;;
Ito, Akihiko;;;;;;;;;;;;;;;;;;;;;;;;
"Lee, Eugene; Kim, Inhwan; Cho, Gilsoo";;;;;;;;;;;;;;;;;;;;;;;;
"Konstantinov, Pavel; Varentsov, Mikhail; Esau, Igor";;;;;;;;;;;;;;;;;;;;;;;;
"Duan, Limin; Zheng, Jiangyu; Li, Wei; Liu, Tingxi; Luo, Yanyun";;;;;;;;;;;;;;;;;;;;;;;;
"Krueger, Thomas; Horwitz, Noa; Bodin, Julia; Giovani, Maria-Evangelia; Escrig, Stephane; Meibom, Anders; Fine, Maoz";;;;;;;;;;;;;;;;;;;;;;;;
"Mouttham, Lara; Comizzoli, Pierre";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Qiang; Xiao, Mingzhong; Singh, Vijay P.; Wang, Yeqiao";;;;;;;;;;;;;;;;;;;;;;;;
"Johnson, Markes E.; Uchman, Alfred; Costa, Pedro J. M.; Ramalho, Ricardo S.; Avila, Sergio P.";;;;;;;;;;;;;;;;;;;;;;;;
Virkkala, Raimo;;;;;;;;;;;;;;;;;;;;;;;;
"Morrison, Adele K.; England, Matthew H.; Hogg, Andrew McC.";;;;;;;;;;;;;;;;;;;;;;;;
"Lang, C.; Fettweis, X.; Erpicum, M.";;;;;;;;;;;;;;;;;;;;;;;;
"Duncan, David S.; Oates, Lawrence G.; Gelfand, Ilya; Millar, Neville; Robertson, G. Philip; Jackson, Randall D.";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Weihua; Wu, Tonghua; Zhao, Lin; Li, Ren; Zhu, Xiaofan; Wang, Wanrui; Yang, Shuhua; Qin, Yanhui; Hao, Junmin";;;;;;;;;;;;;;;;;;;;;;;;
"Lawrence, D. M.; Koven, C. D.; Swenson, S. C.; Riley, W. J.; Slater, A. G.";;;;;;;;;;;;;;;;;;;;;;;;
"Niedzielski, Tomasz; Szymanowski, Mariusz; Mizinski, Bartlomiej; Spallek, Waldemar; Witek-Kasprzak, Matylda; Slopek, Jacek; Kasprzak, Marek; Blas, Marek; Sobik, Mieczyslaw; Jancewicz, Kacper; Borowicz, Dorota; Remisz, Joanna; Modzel, Piotr; Mecina, Katarzyna; Leszczynski, Lubomir";;;;;;;;;;;;;;;;;;;;;;;;
"Paula Quiroga, Maria; Premoli, Andrea C.; Kitzberger, Thomas";;;;;;;;;;;;;;;;;;;;;;;;
"Koval, Andrey, V; Gavrilov, Nikolai M.; Pogoreltsev, Alexander, I; Drobashevskaya, Ekaterina A.";;;;;;;;;;;;;;;;;;;;;;;;
"Bach, A. Fontrodona; van der Schrier, G.; Melsen, L. A.; Tank, A. M. G. Klein; Teuling, A. J.";;;;;;;;;;;;;;;;;;;;;;;;
Barnes, Charles S.;;;;;;;;;;;;;;;;;;;;;;;;
"Gauzere, J.; Delzon, S.; Davi, H.; Bonhomme, M.; de Cortazar-Atauri, I. Garcia; Chuine, I.";;;;;;;;;;;;;;;;;;;;;;;;
"Bohman, Patrik; Edsman, Lennart; Sandstrom, Alfred; Nystrom, Per; Stenberg, Marika; Hertonsson, Pia; Johansson, Jacob";;;;;;;;;;;;;;;;;;;;;;;;
"Vollmer, Martin K.; Young, Dickon; Trudinger, Cathy M.; Muhle, Jens; Henne, Stephan; Rigby, Matthew; Park, Sunyoung; Li, Shanlan; Guillevic, Myriam; Mitrevski, Blagoj; Harth, Christina M.; Miller, Benjamin R.; Reimann, Stefan; Yao, Bo; Steele, L. Paul; Wyss, Simon A.; Lunder, Chris R.; Arduini, Jgor; McCulloch, Archie; Wu, Songhao; Rhee, Tae Siek; Wang, Ray H. J.; Salameh, Peter K.; Hermansen, Ove; Hill, Matthias; Langenfelds, Ray L.; Ivy, Diane; O'Doherty, Simon; Krummel, Paul B.; Maione, Michela; Etheridge, David M.; Zhou, Lingxi; Fraser, Paul J.; Prinn, Ronald G.; Weiss, Ray F.; Simmonds, Peter G.";;;;;;;;;;;;;;;;;;;;;;;;
"Pablo-Romero, Maria del P.; Pozo-Barajas, Rafael; Sanchez-Rivas, Javier";;;;;;;;;;;;;;;;;;;;;;;;
"Linden, Jenny; Fonti, Patrick; Esper, Jan";;;;;;;;;;;;;;;;;;;;;;;;
"Chen, Junjie; Vemuri, Chandu; Palekar, Rohun U.; Gaut, Joseph P.; Goette, Matthew; Hu, Lingzhi; Cui, Grace; Zhang, Huiying; Wickline, Samuel A.";;;;;;;;;;;;;;;;;;;;;;;;
"Feng, Yuhao; Zhu, Jianxiao; Zhao, Xia; Tang, Zhiyao; Zhu, Jiangling; Fang, Jingyun";;;;;;;;;;;;;;;;;;;;;;;;
"Roth-Schulze, Alexandra J.; Thomas, Torsten; Steinberg, Peter; Deveney, Marty R.; Tanner, Jason E.; Wiltshire, Kathryn H.; Papantoniou, Stephanie; Runcie, John W.; Gurgel, C. Frederico D.";;;;;;;;;;;;;;;;;;;;;;;;
"Murray, Christopher M.; Easter, Michael; Padilla, Sergio; Marin, Mahmood Sasa; Guyer, Craig";;;;;;;;;;;;;;;;;;;;;;;;
"Bassett, Richard; Cai, Xiaoming; Chapman, Lee; Heaviside, Clare; Thornes, John E.; Muller, Catherine L.; Young, Duick T.; Warren, Elliott L.";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Yuan; Ma, Po-Lun; Jiang, Jonathan H.; Su, Hui; Rasch, Philip J.";;;;;;;;;;;;;;;;;;;;;;;;
"Nummelin, Aleksi; Li, Camille; Smedsrud, Lars H.";;;;;;;;;;;;;;;;;;;;;;;;
"Urli, Morgane; Lamy, Jean-Baptiste; Sin, Fabrice; Burlett, Regis; Delzon, Sylvain; Porte, Annabel J.";;;;;;;;;;;;;;;;;;;;;;;;
"Li, Yuan-Yuan; Chen, Xiao-Huang; Xue, Cheng; Zhang, Hao; Sun, Geng; Xie, Zhang-Xian; Lin, Lin; Wang, Da-Zhi";;;;;;;;;;;;;;;;;;;;;;;;
"Schurer, Andrew; Hegerl, Gabi; Ribes, Aurelien; Polson, Debbie; Morice, Colin; Tett, Simon";;;;;;;;;;;;;;;;;;;;;;;;
"Norin, Tommy; Mills, Suzanne C.; Crespel, Ame Prime Lie; Cortese, Daphne; Killen, Shaun S.; Beldade, Ricardo";;;;;;;;;;;;;;;;;;;;;;;;
"Song, Changchun; Miao, Yuqing; Wang, Xianwei; Meng, Henan";;;;;;;;;;;;;;;;;;;;;;;;
"Li, Xiang-ying; Ding, Yong-jian; Han, Tian-ding; Xu, Jian-zhong; Kang, Shi-chang; Wu, Qing-bai; Sillanpaa, Mika; Yu, Zhong-bo; Yu, Cong-rong";;;;;;;;;;;;;;;;;;;;;;;;
"Bhandari, Sudarshan; Momohara, Arata; Uhl, Dieter; Paudayal, Khum N.";;;;;;;;;;;;;;;;;;;;;;;;
"Peraudeau, Sebastien; Rogues, Sandrine; Quinones, Cherryl O.; Fabre, Denis; Van Rie, Jeroen; Ouwerkerk, Pieter B. F.; Jagadish, Krishna S. V.; Dingkuhn, Michael; Lafarge, Tanguy";;;;;;;;;;;;;;;;;;;;;;;;
"Hu, Yi; Wen, Min; Li, Lun; Zhang, Renhe";;;;;;;;;;;;;;;;;;;;;;;;
"Kraatz, Simon; Miller, Heather J.; Jacobs, Jennifer M.; Dave, Eshan, V; Sias, Jo";;;;;;;;;;;;;;;;;;;;;;;;
"Yettella, Vineel; Kay, Jennifer E.";;;;;;;;;;;;;;;;;;;;;;;;
"Morlighem, Mathieu; Rignot, Eric; Willis, Josh K.";;;;;;;;;;;;;;;;;;;;;;;;
"Ho, Sze Ling; Laepple, Thomas";;;;;;;;;;;;;;;;;;;;;;;;
"Farhadi, Hamed; Faizi, Mohsen; Sanaieian, Hanyieh";;;;;;;;;;;;;;;;;;;;;;;;
"Rosenblatt, Adam E.; Wyatt, Katherine S.; Schmitz, Oswald J.";;;;;;;;;;;;;;;;;;;;;;;;
"Sugiura, T.; Sakamoto, D.; Koshita, Y.; Sugiura, H.; Konno, S.";;;;;;;;;;;;;;;;;;;;;;;;
"Appelqvist, Christin; Havenhand, Jonathan N.";;;;;;;;;;;;;;;;;;;;;;;;
"Cicuzza, Daniele; De Nicola, Cristina; Testi, Anna; Pignatti, Sandro; Zanella, Augusto";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Zunya; Zhou, Botao";;;;;;;;;;;;;;;;;;;;;;;;
"Jeong, Ara; Dorn, Ronald I.";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Haiwei; Cheng, Hai; Spoetl, Christoph; Cai, Yanjun; Sinha, Ashish; Tan, Liangcheng; Yi, Liang; Yan, Hong; Kathayat, Gayatri; Ning, Youfeng; Li, Xianglei; Zhang, Fan; Zhao, Jingyao; Edwards, R. Lawrence";;;;;;;;;;;;;;;;;;;;;;;;
"Stokes, Chris R.; Andreassen, Liss M.; Champion, Matthew R.; Corner, Geoffrey D.";;;;;;;;;;;;;;;;;;;;;;;;
"Ren, Yuyu; Parker, David; Ren, Guoyu; Dunn, Robert";;;;;;;;;;;;;;;;;;;;;;;;
"Silva, Joao Paulo; Catry, Ines; Palmeirim, Jorge M.; Moreira, Francisco";;;;;;;;;;;;;;;;;;;;;;;;
"Liu, Yang; El-Kassaby, Yousry A.";;;;;;;;;;;;;;;;;;;;;;;;
"Islam, M. Tofazzal; Kim, Kwang-Hyung; Choi, Jaehyuk";;;;;;;;;;;;;;;;;;;;;;;;
"Turner, P. A.; Field, C. B.; Lobell, D. B.; Sanchez, D. L.; Mach, K. J.";;;;;;;;;;;;;;;;;;;;;;;;
"Silvano, Alessandro; Rintoul, Stephen Rich; Pena-Molino, Beatriz; Hobbs, William Richard; van Wijk, Esmee; Aoki, Shigeru; Tamura, Takeshi; Williams, Guy Darvall";;;;;;;;;;;;;;;;;;;;;;;;
"Talento, Stefanie; Barreiro, Marcelo";;;;;;;;;;;;;;;;;;;;;;;;
"Delidjakova, Kristina K.; Bello, Richard L.; Higuchi, Kaz; Pokharel, Bipin";;;;;;;;;;;;;;;;;;;;;;;;
"Cross, Emma L.; Harper, Elizabeth M.; Peck, Lloyd S.";;;;;;;;;;;;;;;;;;;;;;;;
"Iniguez, Concepcion; Heinrich, Sandra; Harms, Lars; Gordillo, Francisco J. L.";;;;;;;;;;;;;;;;;;;;;;;;
"Matthews, H. Damon; Landry, Jean-Sebastien; Partanen, Antti-Ilari; Allen, Myles; Eby, Michael; Forster, Piers M.; Friedlingstein, Pierre; Zickfeld, Kirsten";;;;;;;;;;;;;;;;;;;;;;;;
"Cheng, Cheng; Li, Shuangying; Xie, Xiangyang; Cao, Tingli; Manger, Walter L.; Busbey, Arthur B.";;;;;;;;;;;;;;;;;;;;;;;;
Liu, Clark C. K.;;;;;;;;;;;;;;;;;;;;;;;;
"Nagaishi, Ellie; Takemoto, Kazuhiro";;;;;;;;;;;;;;;;;;;;;;;;
"Sibanda, S.; Grab, S. W.; Ahmed, F.";;;;;;;;;;;;;;;;;;;;;;;;
"Chen Dan; Fang KeYan; Li YingJun; Dong ZhiPeng; Zhang Yu; Zhou FeiFei";;;;;;;;;;;;;;;;;;;;;;;;
"Qu, Bo; Gabric, Albert J.; Zeng, Meifang; Xi, Jiaojiao; Jiang, Limei; Zhao, Li";;;;;;;;;;;;;;;;;;;;;;;;
"Cao Wenfang; Li Jinhong; Acharya, Smrita";;;;;;;;;;;;;;;;;;;;;;;;
"Fader, M.; Shi, S.; von Bloh, W.; Bondeau, A.; Cramer, W.";;;;;;;;;;;;;;;;;;;;;;;;
"Serdeczny, Olivia; Adams, Sophie; Baarsch, Florent; Coumou, Dim; Robinson, Alexander; Hare, William; Schaeffer, Michiel; Perrette, Mahe; Reinhardt, Julia";;;;;;;;;;;;;;;;;;;;;;;;
"Kodera, Kunihiko; Eguchi, Nawo; Mukougawa, Hitoshi; Nasuno, Tomoe; Hirooka, Toshihiko";;;;;;;;;;;;;;;;;;;;;;;;
"Beldowska, Magdalena; Zgrundo, Aleksandra; Kobos, Justyna";;;;;;;;;;;;;;;;;;;;;;;;
"Lique, Camille; Johnson, Helen L.; Plancherel, Yves";;;;;;;;;;;;;;;;;;;;;;;;
"Lord, Joshua P.; Barry, James P.; Graves, Dale";;;;;;;;;;;;;;;;;;;;;;;;
"David, Guillaume; Giffard, Brice; Piou, Dominique; Roques, Alain; Jactel, Herve";;;;;;;;;;;;;;;;;;;;;;;;
"Huang, Fangfang; Luo, Yanxia; Tan, Peng; Xu, Qin; Tao, Lixin; Guo, Jin; Zhang, Feng; Xie, Xueqin; Guo, Xiuhua";;;;;;;;;;;;;;;;;;;;;;;;
"Mengis, N.; Martin, T.; Keller, D. P.; Oschlies, A.";;;;;;;;;;;;;;;;;;;;;;;;
"Liu Guodong; Sun Jinfang; Tian Kun; Yuan Xingzhong; An Subang; Wang Hang";;;;;;;;;;;;;;;;;;;;;;;;
"Heimonen, Kaisa; Valtonen, Anu; Kontunen-Soppela, Sari; Keski-Saari, Sarita; Rousi, Matti; Oksanen, Elina; Roininen, Heikki";;;;;;;;;;;;;;;;;;;;;;;;
"Overeem, Irina; Hudson, Benjamin; Welty, Ethan; Mikkelsen, Andreas; Bamber, Jonathan; Petersen, Dorthe; Lewinter, Adam; Hasholt, Bent";;;;;;;;;;;;;;;;;;;;;;;;
"Port, U.; Claussen, M.";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Wenxia; Liu, Puxing; Feng, Qingrong; Wang, Tianguang; Wang, Tianqiang";;;;;;;;;;;;;;;;;;;;;;;;
"Lai, Dayi; Chen, Chuanming; Liu, Wei; Shi, Yifu; Chen, Chun";;;;;;;;;;;;;;;;;;;;;;;;
"Bozinovic, Francisco; Medina, Nadia R.; Alruiz, Jose M.; Cavieres, Grisel; Sabat, Pablo";;;;;;;;;;;;;;;;;;;;;;;;
"Holzkaemper, Annelie; Fuhrer, Juerg";;;;;;;;;;;;;;;;;;;;;;;;
"Xu, Changchun; Zhao, Jie; Li, Jiaxiu; Gao, Shentong; Zhou, Rongpan; Liu, Huizhi; Chen, Yapeng";;;;;;;;;;;;;;;;;;;;;;;;
"Ahn, Myoung-Hwan; Lee, Su Jeong; Kim, Dohyeong";;;;;;;;;;;;;;;;;;;;;;;;
"Liu, Lingling; Zhang, Xiaoyang; Donnelly, Alison; Liu, Xinjie";;;;;;;;;;;;;;;;;;;;;;;;
"Flaim, Giovanna; Eccel, Emanuele; Zeileis, Achim; Toller, Giambattista; Cerasino, Leonardo; Obertegger, Ulrike";;;;;;;;;;;;;;;;;;;;;;;;
"Slesinger, Emily; Andres, Alyssa; Young, Rachael; Seibel, Brad; Saba, Vincent; Phelan, Beth; Rosendale, John; Wieczorek, Daniel; Saba, Grace";;;;;;;;;;;;;;;;;;;;;;;;
"Rahman, Mizanur; Islam, Mahmuda; Wernicke, Jakob; Braeuning, Achim";;;;;;;;;;;;;;;;;;;;;;;;
"Hua, Wenjian; Dai, Aiguo; Qin, Minhua";;;;;;;;;;;;;;;;;;;;;;;;
"Adams, Henry D.; Barron-Gafford, Greg A.; Minor, Rebecca L.; Gardea, Alfonso A.; Bentley, Lisa Patrick; Law, Darin J.; Breshears, David D.; McDowell, Nate G.; Huxman, Travis E.";;;;;;;;;;;;;;;;;;;;;;;;
"Fontana, Luciane; Sun, Mingjie; Huang, Xiaozhong; Xiang, Lixiong";;;;;;;;;;;;;;;;;;;;;;;;
"Park, Hoonyoung; Jeong, Su-Jong; Ho, Chang-Hoi; Kim, Jinwon; Brown, Molly E.; Schaepman, Michael E.";;;;;;;;;;;;;;;;;;;;;;;;
"Wei, Liang; Razavi, Bahar S.; Wang, Weiqi; Zhu, Zhenke; Liu, Shoulong; Wu, Jinshui; Kuzyakov, Yakov; Ge, Tida";;;;;;;;;;;;;;;;;;;;;;;;
"Van Weverberg, Kwinten; Morcrette, Cyril J.; Ma, Hsi-Yen; Klein, Stephen A.; Petch, Jon C.";;;;;;;;;;;;;;;;;;;;;;;;
"Athanase, Marylou; Sennechael, Nathalie; Garric, Gilles; Koenig, Zoe; Boles, Elisabeth; Provost, Christine";;;;;;;;;;;;;;;;;;;;;;;;
"Fernandes, Patricia; Maguas, Cristina; Correia, Otilia";;;;;;;;;;;;;;;;;;;;;;;;
"Brakel, Janina; Jakobsson-Thor, Stina; Bockelmann, Anna-Christina; Reusch, Thorsten B. H.";;;;;;;;;;;;;;;;;;;;;;;;
"Ruppert, James H., Jr.; Klocke, Daniel";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Peiyu; Grutters, Bart M. C.; van Leeuwen, Casper H. A.; Xu, Jun; Petruzzella, Antonella; van den Berg, Rainier F.; Bakker, Elisabeth S.";;;;;;;;;;;;;;;;;;;;;;;;
"Smith, C. J.; Kramer, R. J.; Myhre, G.; Forster, P. M.; Soden, B. J.; Andrews, T.; Boucher, O.; Faluvegi, G.; Flaschner, D.; Hodnebrog, O.; Kasoar, M.; Kharin, V.; Kirkevag, A.; Lamarque, J. -F.; Muelmenstaedt, J.; Olivie, D.; Richardson, T.; Samset, B. H.; Shindell, D.; Stier, P.; Takemura, T.; Voulgarakis, A.; Watson-Parris, D.";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Junzhou; Gou, Xiaohua; Manzanedo, Ruben D.; Zhang, Fen; Pederson, Neil";;;;;;;;;;;;;;;;;;;;;;;;
"Du, Jizeng; Wang, Kaicun; Wang, Jiankai; Jiang, Shaojing; Zhou, Chunlue";;;;;;;;;;;;;;;;;;;;;;;;
"Cardoso, P. G.; Loganimoce, E. M.; Neuparth, T.; Rocha, M. J.; Rocha, E.; Arenas, F.";;;;;;;;;;;;;;;;;;;;;;;;
"Chen, Liutao; Chen, Xiaohua; Cheng, Linyin; Zhou, Ping; Liu, Zhiyong";;;;;;;;;;;;;;;;;;;;;;;;
"Saheed, P. P.; Mitra, Ashis K.; Momin, Imranali M.; Rajagopal, E. N.; Hewitt, Helene T.; Keen, Ann B.; Milton, Sean F.";;;;;;;;;;;;;;;;;;;;;;;;
